"","X","Unnamed..0","Date","PlayerID","Training","SessionType","Duration","RPE","SessionLoad","DailyLoad","AcuteLoad","ChronicLoad","AcuteChronicRatio","ObjectiveRating","FocusRating","BestOutOfMyself","SessionTypeMobility.Recovery","SessionTypeGame","SessionTypeSkills","SessionTypeConditioning","SessionTypeStrength","SessionTypeCombat","SessionTypeSpeed","SessionTypeUnknown","BestOutOfMyselfNotAtAll","BestOutOfMyselfAbsolutely","BestOutOfMyselfSomewhat","BestOutOfMyselfUnknown","TimeSinceAugFirst"
"5339",5338,5338,"2017-12-10",11,0,"",60,4,216,580,331.4,385.64,0.86,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,131
"5340",5339,5339,"2017-12-10",12,0,"",60,4,216,580,218.6,205.54,1.06,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,131
"5341",5340,5340,"2017-12-10",13,1,"Mobility/Recovery",30,0,0,0,266.4,348.29,0.76,8,8,"Not at all",1,0,0,0,0,0,0,0,1,0,0,0,131
"5342",5341,5341,"2017-12-10",15,0,"",60,4,216,580,142.9,222.14,0.64,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,131
"5343",5342,5342,"2017-12-10",16,0,"",60,4,216,580,525,509.79,1.03,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,131
"5344",5343,5343,"2017-12-10",17,0,"",60,4,216,580,164.3,250.96,0.65,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,131
"5345",5344,5344,"2017-12-09",2,0,"",60,4,216,580,303.6,315.93,0.96,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,130
"5346",5345,5345,"2017-12-09",3,0,"",60,4,216,580,285,411.96,0.69,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,130
"5347",5346,5346,"2017-12-09",5,0,"",60,4,216,580,336.4,241.43,1.39,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,130
"5348",5347,5347,"2017-12-09",7,0,"",60,4,216,580,239.3,404.07,0.59,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,130
"5349",5348,5348,"2017-12-09",8,0,"",60,4,216,580,229.3,382.79,0.6,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,130
"5350",5349,5349,"2017-12-09",9,1,"Strength",120,5,600,930,173.6,294.43,0.59,8,0,"",0,0,0,0,1,0,0,0,0,0,0,1,130
"5351",5350,5350,"2017-12-09",9,1,"Conditioning",60,5,300,580,299.3,334.29,0.92,8,0,"",0,0,0,1,0,0,0,0,0,0,0,1,130
"5352",5351,5351,"2017-12-09",9,1,"Mobility/Recovery",30,1,30,580,299.3,334.29,0.92,8,0,"",1,0,0,0,0,0,0,0,0,0,0,1,130
"5353",5352,5352,"2017-12-09",10,0,"",60,4,216,580,165,324.29,0.51,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,130
"5354",5353,5353,"2017-12-09",11,0,"",60,4,216,580,331.4,422.79,0.78,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,130
"5355",5354,5354,"2017-12-09",13,1,"Mobility/Recovery",30,0,0,0,266.4,386.86,0.69,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,130
"5356",5355,5355,"2017-12-09",16,0,"",60,4,216,580,670.7,546.75,1.23,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,130
"5357",5356,5356,"2017-12-08",1,1,"Conditioning",60,4,240,930,544.3,399.11,1.36,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,129
"5358",5357,5357,"2017-12-08",1,1,"Skills",30,3,90,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,129
"5359",5358,5358,"2017-12-08",1,1,"Strength",120,5,600,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,129
"5360",5359,5359,"2017-12-08",2,1,"Speed",45,5,225,1305,303.6,315.93,0.96,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,129
"5361",5360,5360,"2017-12-08",2,1,"Skills",90,6,540,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,129
"5362",5361,5361,"2017-12-08",2,1,"Strength",90,6,540,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,129
"5363",5362,5362,"2017-12-08",3,1,"Speed",45,5,225,1125,285,411.96,0.69,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,129
"5364",5363,5363,"2017-12-08",3,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,129
"5365",5364,5364,"2017-12-08",3,1,"Strength",90,5,450,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,129
"5366",5365,5365,"2017-12-08",4,1,"Speed",45,3,135,1135,267.1,297.39,0.9,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,129
"5367",5366,5366,"2017-12-08",4,1,"Skills",120,5,600,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,129
"5368",5367,5367,"2017-12-08",4,1,"Strength",100,4,400,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,129
"5369",5368,5368,"2017-12-08",5,1,"Skills",30,1,30,570,336.4,241.43,1.39,10,10,"",0,0,1,0,0,0,0,0,0,0,0,1,129
"5370",5369,5369,"2017-12-08",5,1,"Strength",90,6,540,580,299.3,334.29,0.92,10,10,"",0,0,0,0,1,0,0,0,0,0,0,1,129
"5371",5370,5370,"2017-12-08",6,1,"Speed",30,3,90,980,245,338.25,0.72,9,10,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,129
"5372",5371,5371,"2017-12-08",6,1,"Skills",100,4,400,580,299.3,334.29,0.92,9,10,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,129
"5373",5372,5372,"2017-12-08",6,1,"Strength",70,7,490,580,299.3,334.29,0.92,9,10,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,129
"5374",5373,5373,"2017-12-08",7,1,"Speed",45,4,180,840,239.3,404.07,0.59,9,9,"",0,0,0,0,0,0,1,0,0,0,0,1,129
"5375",5374,5374,"2017-12-08",7,1,"Skills",75,4,300,580,299.3,334.29,0.92,9,9,"",0,0,1,0,0,0,0,0,0,0,0,1,129
"5376",5375,5375,"2017-12-08",7,1,"Strength",90,4,360,580,299.3,334.29,0.92,9,9,"",0,0,0,0,1,0,0,0,0,0,0,1,129
"5377",5376,5376,"2017-12-08",8,1,"Speed",45,4,180,990,229.3,382.79,0.6,6,7,"",0,0,0,0,0,0,1,0,0,0,0,1,129
"5378",5377,5377,"2017-12-08",8,1,"Skills",90,4,360,580,299.3,334.29,0.92,6,7,"",0,0,1,0,0,0,0,0,0,0,0,1,129
"5379",5378,5378,"2017-12-08",8,1,"Strength",90,5,450,580,299.3,334.29,0.92,6,7,"",0,0,0,0,1,0,0,0,0,0,0,1,129
"5380",5379,5379,"2017-12-08",9,1,"Speed",45,3,135,285,40.7,261.21,0.16,8,8,"Somewhat",0,0,0,0,0,0,1,0,0,0,1,0,129
"5381",5380,5380,"2017-12-08",9,1,"Strength",50,3,150,580,299.3,334.29,0.92,8,8,"Somewhat",0,0,0,0,1,0,0,0,0,0,1,0,129
"5382",5381,5381,"2017-12-08",9,1,"Mobility/Recovery",20,0,0,580,299.3,334.29,0.92,8,8,"Somewhat",1,0,0,0,0,0,0,0,0,0,1,0,129
"5383",5382,5382,"2017-12-08",10,1,"Speed",45,5,225,525,165,324.29,0.51,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,129
"5384",5383,5383,"2017-12-08",10,1,"Strength",75,4,300,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,129
"5385",5384,5384,"2017-12-08",11,1,"Speed",45,6,270,1540,331.4,422.79,0.78,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,129
"5386",5385,5385,"2017-12-08",11,1,"Skills",90,7,630,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,129
"5387",5386,5386,"2017-12-08",11,1,"Strength",80,8,640,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,129
"5388",5387,5387,"2017-12-08",12,1,"Speed",45,4,180,1080,218.6,234.46,0.93,6,6,"",0,0,0,0,0,0,1,0,0,0,0,1,129
"5389",5388,5388,"2017-12-08",12,1,"Skills",90,5,450,580,299.3,334.29,0.92,6,6,"",0,0,1,0,0,0,0,0,0,0,0,1,129
"5390",5389,5389,"2017-12-08",12,1,"Strength",90,5,450,580,299.3,334.29,0.92,6,6,"",0,0,0,0,1,0,0,0,0,0,0,1,129
"5391",5390,5390,"2017-12-08",13,1,"Speed",60,5,300,1100,266.4,387.29,0.69,7,6,"",0,0,0,0,0,0,1,0,0,0,0,1,129
"5392",5391,5391,"2017-12-08",13,1,"Skills",90,5,450,580,299.3,334.29,0.92,7,6,"",0,0,1,0,0,0,0,0,0,0,0,1,129
"5393",5392,5392,"2017-12-08",13,1,"Strength",70,5,350,580,299.3,334.29,0.92,7,6,"",0,0,0,0,1,0,0,0,0,0,0,1,129
"5394",5393,5393,"2017-12-08",14,1,"Speed",45,3,135,945,381.4,257.14,1.48,9,7,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,129
"5395",5394,5394,"2017-12-08",14,1,"Skills",90,5,450,580,299.3,334.29,0.92,9,7,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,129
"5396",5395,5395,"2017-12-08",14,1,"Strength",90,4,360,580,299.3,334.29,0.92,9,7,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,129
"5397",5396,5396,"2017-12-08",16,1,"Speed",30,3,90,1230,670.7,546.75,1.23,10,10,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,129
"5398",5397,5397,"2017-12-08",16,1,"Skills",90,4,360,580,299.3,334.29,0.92,10,10,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,129
"5399",5398,5398,"2017-12-08",16,1,"Strength",120,6,720,580,299.3,334.29,0.92,10,10,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,129
"5400",5399,5399,"2017-12-08",16,1,"Mobility/Recovery",60,1,60,580,299.3,334.29,0.92,10,10,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,129
"5401",5400,5400,"2017-12-08",17,1,"Speed",40,3,120,480,164.3,269.18,0.61,8,9,"",0,0,0,0,0,0,1,0,0,0,0,1,129
"5402",5401,5401,"2017-12-08",17,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,9,"",0,0,1,0,0,0,0,0,0,0,0,1,129
"5403",5402,5402,"2017-12-07",1,1,"Speed",60,1,60,1340,411.4,365.89,1.12,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,128
"5404",5403,5403,"2017-12-07",1,1,"Skills",20,1,20,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5405",5404,5404,"2017-12-07",1,1,"Strength",180,7,1260,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,128
"5406",5405,5405,"2017-12-07",2,1,"Speed",40,4,160,520,117.1,269.32,0.43,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,128
"5407",5406,5406,"2017-12-07",2,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5408",5407,5407,"2017-12-07",3,1,"Speed",45,4,180,630,124.3,371.79,0.33,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,128
"5409",5408,5408,"2017-12-07",3,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,128
"5410",5409,5409,"2017-12-07",4,1,"Speed",40,3,120,570,105,256.86,0.41,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,128
"5411",5410,5410,"2017-12-07",4,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5412",5411,5411,"2017-12-07",5,1,"Speed",30,4,120,585,255,221.07,1.15,10,10,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,128
"5413",5412,5412,"2017-12-07",5,1,"Skills",30,0,15,580,299.3,334.29,0.92,10,10,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,128
"5414",5413,5413,"2017-12-07",5,1,"Strength",90,5,450,580,299.3,334.29,0.92,10,10,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,128
"5415",5414,5414,"2017-12-07",6,1,"Speed",40,3,120,570,105,303.25,0.35,9,9,"",0,0,0,0,0,0,1,0,0,0,0,1,128
"5416",5415,5415,"2017-12-07",6,1,"Skills",90,5,450,580,299.3,334.29,0.92,9,9,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5417",5416,5416,"2017-12-07",7,1,"Speed",40,4,160,535,119.3,374.07,0.32,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,128
"5418",5417,5417,"2017-12-07",7,1,"Skills",75,5,375,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5419",5418,5418,"2017-12-07",8,1,"Speed",60,3,180,420,60,340.46,0.18,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,128
"5420",5419,5419,"2017-12-07",8,1,"Skills",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5421",5420,5420,"2017-12-07",9,0,"",60,4,216,580,299.3,284.25,0.92,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,128
"5422",5421,5421,"2017-12-07",10,1,"Speed",45,3,135,435,90,305.54,0.29,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,128
"5423",5422,5422,"2017-12-07",10,1,"Skills",75,4,300,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5424",5423,5423,"2017-12-07",11,1,"Speed",45,4,180,540,111.4,367.79,0.3,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,128
"5425",5424,5424,"2017-12-07",11,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5426",5425,5425,"2017-12-07",12,1,"Skills",90,5,450,450,64.3,195.89,0.33,7,6,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5427",5426,5426,"2017-12-07",13,1,"Speed",45,4,180,630,109.3,349.61,0.31,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,128
"5428",5427,5427,"2017-12-07",13,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5429",5428,5428,"2017-12-07",13,1,"Mobility/Recovery",30,0,0,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,128
"5430",5429,5429,"2017-12-07",14,1,"Speed",30,3,90,540,246.4,223.39,1.1,8,9,"",0,0,0,0,0,0,1,0,0,0,0,1,128
"5431",5430,5430,"2017-12-07",14,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,9,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5432",5431,5431,"2017-12-07",15,1,"Speed",50,3,150,420,225.7,259.64,0.87,7,7,"",0,0,0,0,0,0,1,0,0,0,0,1,128
"5433",5432,5432,"2017-12-07",15,1,"Skills",90,3,270,580,299.3,334.29,0.92,7,7,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5434",5433,5433,"2017-12-07",16,1,"Speed",30,3,90,1290,495,502.82,0.98,8,6,"",0,0,0,0,0,0,1,0,0,0,0,1,128
"5435",5434,5434,"2017-12-07",16,1,"Skills",60,3,180,580,299.3,334.29,0.92,8,6,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5436",5435,5435,"2017-12-07",16,1,"Strength",120,8,960,580,299.3,334.29,0.92,8,6,"",0,0,0,0,1,0,0,0,0,0,0,1,128
"5437",5436,5436,"2017-12-07",16,1,"Mobility/Recovery",30,2,60,580,299.3,334.29,0.92,8,6,"",1,0,0,0,0,0,0,0,0,0,0,1,128
"5438",5437,5437,"2017-12-07",17,1,"Speed",40,3,120,480,95.7,252.04,0.38,7,8,"",0,0,0,0,0,0,1,0,0,0,0,1,128
"5439",5438,5438,"2017-12-07",17,1,"Skills",90,4,360,580,299.3,334.29,0.92,7,8,"",0,0,1,0,0,0,0,0,0,0,0,1,128
"5440",5439,5439,"2017-12-06",1,1,"Mobility/Recovery",30,1,30,30,299.3,333.04,0.9,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,127
"5441",5440,5440,"2017-12-06",2,1,"Strength",60,5,300,300,42.9,307.89,0.14,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,127
"5442",5441,5441,"2017-12-06",3,1,"Strength",60,4,240,240,194.3,422.14,0.46,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,127
"5443",5442,5442,"2017-12-06",4,1,"Mobility/Recovery",30,1,30,165,23.6,283.64,0.08,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,127
"5444",5443,5443,"2017-12-06",4,1,"Strength",45,3,135,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,127
"5445",5444,5444,"2017-12-06",6,1,"Mobility/Recovery",30,1,30,165,81.4,353.61,0.23,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,127
"5446",5445,5445,"2017-12-06",6,1,"Strength",45,3,135,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,127
"5447",5446,5446,"2017-12-06",7,1,"Strength",60,4,240,300,197.1,423.71,0.47,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,127
"5448",5447,5447,"2017-12-06",7,1,"Mobility/Recovery",30,2,60,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,127
"5449",5448,5448,"2017-12-06",8,1,"Mobility/Recovery",30,2,60,195,222.1,407.61,0.54,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,127
"5450",5449,5449,"2017-12-06",8,1,"Strength",45,3,135,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,127
"5451",5450,5450,"2017-12-06",9,0,"",60,4,216,580,92.1,318.89,0.29,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,127
"5452",5451,5451,"2017-12-06",10,1,"Mobility/Recovery",30,0,15,195,222.9,358.21,0.62,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,127
"5453",5452,5452,"2017-12-06",10,1,"Strength",60,3,180,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,127
"5454",5453,5453,"2017-12-06",11,1,"Mobility/Recovery",30,2,60,240,131.4,430.64,0.31,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,127
"5455",5454,5454,"2017-12-06",11,1,"Strength",45,4,180,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,127
"5456",5455,5455,"2017-12-06",13,1,"Mobility/Recovery",30,0,0,135,112.9,366.21,0.31,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,127
"5457",5456,5456,"2017-12-06",13,1,"Strength",45,3,135,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,127
"5458",5457,5457,"2017-12-06",14,1,"Mobility/Recovery",30,2,60,150,169.3,241.61,0.7,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,127
"5459",5458,5458,"2017-12-06",14,1,"Strength",30,3,90,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,127
"5460",5459,5459,"2017-12-06",15,1,"Mobility/Recovery",40,2,80,180,314.3,293.57,1.07,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,127
"5461",5460,5460,"2017-12-06",15,1,"Strength",50,2,100,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,127
"5462",5461,5461,"2017-12-06",15,1,"Skills",60,3,180,400,288.6,287.14,1.01,7,8,"",0,0,1,0,0,0,0,0,0,0,0,1,127
"5463",5462,5462,"2017-12-06",15,1,"Conditioning",55,4,220,580,299.3,334.29,0.92,7,8,"",0,0,0,1,0,0,0,0,0,0,0,1,127
"5464",5463,5463,"2017-12-06",16,1,"Mobility/Recovery",75,2,150,510,557.1,498.54,1.12,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,127
"5465",5464,5464,"2017-12-06",16,1,"Strength",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,127
"5466",5465,5465,"2017-12-06",17,1,"Mobility/Recovery",20,0,10,190,93.1,265.96,0.35,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,127
"5467",5466,5466,"2017-12-06",17,1,"Strength",60,3,180,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,127
"5468",5467,5467,"2017-12-05",1,1,"Conditioning",50,2,100,835,459.3,353.75,1.3,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,126
"5469",5468,5468,"2017-12-05",1,1,"Skills",45,3,135,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,126
"5470",5469,5469,"2017-12-05",1,1,"Strength",120,5,600,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,126
"5471",5470,5470,"2017-12-05",3,0,"",60,4,216,580,328.6,451.07,0.73,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,126
"5472",5471,5471,"2017-12-05",5,1,"Conditioning",45,4,180,630,252.9,244.11,1.04,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,126
"5473",5472,5472,"2017-12-05",5,1,"Strength",90,5,450,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,126
"5474",5473,5473,"2017-12-05",6,0,"",60,4,216,580,162.3,347.71,0.47,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,126
"5475",5474,5474,"2017-12-05",7,0,"",60,4,216,580,272,449.07,0.61,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,126
"5476",5475,5475,"2017-12-05",8,0,"",60,4,216,580,314,426.71,0.74,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,126
"5477",5476,5476,"2017-12-05",10,0,"",60,4,216,580,195,379.82,0.51,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,126
"5478",5477,5477,"2017-12-05",11,0,"",60,4,216,580,209.7,456.18,0.46,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,126
"5479",5478,5478,"2017-12-05",12,0,"",60,4,216,580,106.4,253.75,0.42,8,8,"Somewhat",0,0,0,0,0,0,0,1,0,0,1,0,126
"5480",5479,5479,"2017-12-05",13,1,"Mobility/Recovery",30,0,0,0,181.7,385.79,0.47,8,8,"Not at all",1,0,0,0,0,0,0,0,1,0,0,0,126
"5481",5480,5480,"2017-12-05",14,1,"Skills",60,3,180,540,192.9,263.57,0.73,6,6,"",0,0,1,0,0,0,0,0,0,0,0,1,126
"5482",5481,5481,"2017-12-05",14,1,"Conditioning",60,6,360,580,299.3,334.29,0.92,6,6,"",0,0,0,1,0,0,0,0,0,0,0,1,126
"5483",5482,5482,"2017-12-05",16,1,"Conditioning",30,9,270,645,615,509.79,1.21,8,8,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,126
"5484",5483,5483,"2017-12-05",16,1,"Strength",90,4,360,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,126
"5485",5484,5484,"2017-12-05",16,1,"Mobility/Recovery",30,0,15,580,299.3,334.29,0.92,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,126
"5486",5485,5485,"2017-12-05",17,0,"",60,4,216,580,158.9,279.54,0.57,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,126
"5487",5486,5486,"2017-12-04",1,1,"Conditioning",45,3,135,675,340,323.93,1.05,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,125
"5488",5487,5487,"2017-12-04",1,1,"Skills",30,2,60,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,125
"5489",5488,5488,"2017-12-04",1,1,"Strength",120,4,480,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,125
"5490",5489,5489,"2017-12-04",2,0,"",60,4,216,580,78,337.54,0.23,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,125
"5491",5490,5490,"2017-12-04",3,0,"",60,4,216,580,380,463.93,0.82,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,125
"5492",5491,5491,"2017-12-04",5,1,"Conditioning",30,4,120,570,165,222.68,0.74,8,8,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,125
"5493",5492,5492,"2017-12-04",5,1,"Strength",90,5,450,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,125
"5494",5493,5493,"2017-12-04",6,0,"",60,4,216,580,196.6,353.07,0.56,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,125
"5495",5494,5494,"2017-12-04",7,0,"",60,4,216,580,325.6,463,0.7,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,125
"5496",5495,5495,"2017-12-04",9,0,"",60,4,216,580,210.6,335.5,0.63,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,125
"5497",5496,5496,"2017-12-04",10,0,"",60,4,216,580,229.3,390.54,0.59,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,125
"5498",5497,5497,"2017-12-04",11,0,"",60,4,216,580,297.6,469.04,0.63,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,125
"5499",5498,5498,"2017-12-04",12,0,"",60,4,216,580,132.1,260.71,0.51,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,125
"5500",5499,5499,"2017-12-04",13,0,"",60,4,216,580,258.9,396.5,0.65,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,125
"5501",5500,5500,"2017-12-04",14,1,"Speed",40,3,120,495,115.7,251.79,0.46,5,6,"",0,0,0,0,0,0,1,0,0,0,0,1,125
"5502",5501,5501,"2017-12-04",14,1,"Skills",45,3,135,580,299.3,334.29,0.92,5,6,"",0,0,1,0,0,0,0,0,0,0,0,1,125
"5503",5502,5502,"2017-12-04",14,1,"Strength",60,4,240,580,299.3,334.29,0.92,5,6,"",0,0,0,0,1,0,0,0,0,0,0,1,125
"5504",5503,5503,"2017-12-04",15,1,"Speed",90,3,270,580,231.4,277.86,0.83,9,9,"",0,0,0,0,0,0,1,0,0,0,0,1,125
"5505",5504,5504,"2017-12-04",15,1,"Skills",50,2,100,580,299.3,334.29,0.92,9,9,"",0,0,1,0,0,0,0,0,0,0,0,1,125
"5506",5505,5505,"2017-12-04",15,1,"Strength",70,3,210,580,299.3,334.29,0.92,9,9,"",0,0,0,0,1,0,0,0,0,0,0,1,125
"5507",5506,5506,"2017-12-04",16,1,"Speed",30,3,90,1020,567.9,504.43,1.13,8,5,"",0,0,0,0,0,0,1,0,0,0,0,1,125
"5508",5507,5507,"2017-12-04",16,1,"Skills",45,3,135,580,299.3,334.29,0.92,8,5,"",0,0,1,0,0,0,0,0,0,0,0,1,125
